Index,Time,Difference,Hz,AveHz,0x6103 Range,0x6103 Smoothed Range,0x6103 Velocity,,manual velocity,,,,,
373,4.991446972,0.013008118,76.87507331,74.72782985,1925,1918.052809,29.32898104,,0,,,5.91E+02,,5.38E+02
374,5.004454851,0.013007879,76.87648234,74.73341475,1925,1919.442247,44.82620865,,-1998.579218,,,8.66E+02,,1.03E+03
375,5.018464804,0.014009953,71.37782921,74.72404703,1897,1914.953798,-28.21418891,,5088.520635,,,1.49E+03,,1.03E+03
376,5.029469967,0.011005163,90.86643991,74.75936878,1953,1922.563038,115.7135665,,0,,,7.27E+02,,2.42E+03
377,5.041476965,0.012006998,83.284764,74.77967322,1953,1928.650431,193.9682602,,2180.463891,,,-1.24E+02,,-1.27E+03
378,5.052483797,0.011006832,90.85266213,74.81468822,1977,1938.320344,330.8820918,,-5996.145818,,,-1.34E+03,,-1.52E+03
379,5.063490868,0.011007071,90.85069422,74.84954746,1911,1932.856276,165.4227829,,-749.5033456,,,-9.37E+02,,-1.22E+03
380,5.075498819,0.012007952,83.27814951,74.8694884,1902,1926.68502,29.55208498,,3081.536268,,,-4.06E+02,,-6.83E+01
381,5.087505817,0.012006998,83.284764,74.88934926,1939,1929.148016,64.6676745,,-2537.063421,,,-7.20E+02,,7.04E+01
382,5.100512981,0.013007164,76.88070973,74.89442756,1906,1924.518413,-19.45129753,,-333.139056,,,-8.30E+02,,-2.16E+03
383,5.112519979,0.012006998,83.284764,74.91413267,1902,1920.01473,-90.57866688,,-3612.929788,,,-1.50E+03,,-3.99E+02
384,5.125528812,0.013008833,76.87084654,74.9190989,1855,1907.011784,-272.3724283,,2748.397212,,,-2.09E+03,,-1.95E+03
385,5.13753581,0.012006998,83.284764,74.9386504,1888,1903.209428,-281.2336217,,-4996.788182,,,-3.31E+03,,-3.93E+03
386,5.151544809,0.014008999,71.38268831,74.92898039,1818,1886.167542,-468.2860176,,35062.88565,,,3.31E+04,,3.39E+04
387,5.163551807,0.012006998,83.284764,74.9484104,2239,1956.734034,800.7939058,,-21820.60817,,,-2.01E+04,,-2.08E+04
388,5.175558805,0.012006998,83.284764,74.96775026,1977,1960.787227,708.1489738,,39276.14925,,,3.75E+04,,3.82E+04
389,5.190478802,0.014919996,67.02414548,74.94491642,2563,2081.229782,2181.03104,,-416.42382,,,8.04E+02,,3.09E+02
390,5.2024858,0.012006998,83.284764,74.96416425,2558,2176.583825,3333.132637,,-1383.75132,,,-9.00E+02,,-1.80E+03
391,5.215493917,0.013008118,76.87507331,74.9689303,2540,2249.26706,3784.011913,,-3613.19467,,,-1.59E+03,,-1.20E+03
392,5.228501797,0.013007879,76.87648234,74.97367606,2493,2298.013648,3776.702772,,1383.75132,,,-8.47E+02,,-1.77E+03
393,5.241509914,0.013008118,76.87507331,74.97839486,2511,2340.610919,3676.295874,,-3081.291532,,,-6.05E+02,,4.34E+02
394,5.253517866,0.012007952,83.27814951,74.99736558,2474,2367.288735,3385.372534,,2998.277019,,,2.46E+02,,-4.80E+02
395,5.267525911,0.014008045,71.38754808,74.98776592,2516,2397.030988,3132.943331,,-1356.271078,,,6.46E+01,,7.85E+02
396,5.28153491,0.014008999,71.38268831,74.97820363,2497,2417.02479,2791.796938,,713.8754808,,,-5.22E+02,,-1.12E+02
397,5.295542955,0.014008045,71.38754808,74.96870545,2507,2435.019832,2490.361935,,307.4833862,,,-3.47E+03,,-2.24E+03
398,5.308551788,0.013008833,76.87084654,74.97336672,2511,2450.215866,2225.915941,,-10705.0348,,,-5.98E+03,,-8.06E+03
399,5.322563887,0.014012098,71.36689864,74.96387239,2361,2432.372693,1526.050367,,11920.22443,,,7.33E+03,,9.37E+03
400,5.335566998,0.013003111,76.90467372,74.96860225,2516,2449.098154,1478.093525,,-12706.11852,,,-1.28E+04,,-1.27E+04
401,5.349575996,0.014008999,71.38268831,74.95921177,2338,2426.878523,865.2554236,,-38810.38554,,,-3.74E+04,,-3.80E+04
402,5.363592863,0.014016867,71.34262047,74.94976041,1794,2300.302819,-1113.844153,,27533.14078,,,2.61E+04,,2.67E+04
403,5.378592968,0.015000105,66.66620043,74.92665877,2207,2281.642255,-1139.881098,,2641.159468,,,2.45E+03,,2.53E+03
404,5.392601967,0.014008999,71.38268831,74.91745218,2244,2274.113804,-1019.385093,,-32407.74049,,,-2.97E+04,,-3.08E+04
405,5.406610966,0.014008999,71.38268831,74.9082933,1790,2177.291043,-2197.801865,,8280.955577,,,6.05E+03,,6.93E+03
406,5.420619011,0.014008045,71.38754808,74.89919494,1906,2123.032835,-2532.913588,,-7329.059232,,,-4.46E+02,,-3.22E+03
407,5.432626009,0.012006998,83.284764,74.91772843,1818,2062.026268,-3042.514375,,2465.043014,,,-1.56E+03,,-1.62E+03
408,5.447635889,0.01500988,66.62278417,74.89487336,1855,2020.621014,-2985.718154,,0,,,-5.40E+02,,1.55E+02
409,5.461643934,0.014008045,71.38754808,74.88587775,1855,1987.496811,-2861.505648,,-1998.715273,,,6.78E+01,,-1.55E+02
410,5.475652933,0.014008999,71.38268831,74.87691514,1827,1955.397449,-2747.472272,,1532.4214,,,9.75E+02,,2.03E+02
411,5.49066186,0.015008926,66.62701741,74.85436374,1850,1934.317959,-2478.870525,,1076.349665,,,3.87E+03,,2.88E+03
412,5.503668785,0.013006926,76.88211896,74.85915597,1864,1920.254367,-2199.344168,,18757.51789,,,1.52E+04,,1.68E+04
413,5.516676903,0.013008118,76.87507331,74.86390943,2108,1957.803494,-1182.156963,,-12607.7431,,,-9.27E+03,,-1.07E+04
414,5.529684782,0.013007879,76.87648234,74.86864375,1944,1955.042795,-988.1721329,,2536.691445,,,-6.44E+02,,5.68E+02
415,5.542693853,0.013009071,76.86943772,74.87333975,1977,1959.434236,-723.0241866,,2640.754982,,,1.52E+03,,2.80E+03
416,5.556704998,0.014011145,71.37175626,74.86451056,2014,1970.347389,-422.6411732,,3229.522577,,,1.63E+03,,1.18E+03
417,5.569710016,0.013005018,76.89339469,74.86924791,2056,1987.477911,-74.66813723,,-2331.973392,,,4.05E+02,,9.14E+02
418,5.581717014,0.012006998,83.284764,74.88735078,2028,1995.582329,75.26039466,,1845.035576,,,9.69E+01,,-8.80E+02
419,5.594724894,0.013007879,76.87648234,74.89197556,2052,2006.865863,233.6959996,,-2152.502053,,,-3.67E+02,,2.56E+02
420,5.607733011,0.013008118,76.87507331,74.8965757,2024,2010.29269,239.6443209,,1076.270753,,,-5.89E+02,,-4.78E+02
421,5.620740891,0.013007879,76.87648234,74.90115773,2038,2015.834152,276.9170764,,-356.9377404,,,-1.59E+03,,-1.54E+03
422,5.634748936,0.014008045,71.38754808,74.89242286,2033,2019.267322,270.550772,,-5353.701624,,,-2.42E+03,,-2.75E+03
423,5.648757935,0.014008999,71.38268831,74.88371867,1958,2007.013858,41.50357182,,-2536.923917,,,-2.63E+03,,-2.96E+03
424,5.661765814,0.013007879,76.87648234,74.88829703,1925,1990.611086,-218.9946173,,-999.4256731,,,-1.90E+03,,-2.18E+03
425,5.675773859,0.014008045,71.38754808,74.87965704,1911,1974.688869,-402.5253031,,-2998.072909,,,-1.82E+03,,-5.47E+02
426,5.689782858,0.014008999,71.38268831,74.87104704,1869,1953.551095,-623.7944657,,2355.628714,,,-1.67E+03,,-2.73E+03
427,5.703791857,0.014008999,71.38268831,74.86247933,1902,1943.240876,-646.2298026,,-7534.447658,,,-2.69E+03,,-1.73E+03
428,5.716798782,0.013006926,76.88211896,74.86707444,1804,1915.392701,-945.1891859,,0,,,-2.24E+03,,-3.63E+03
429,5.728806973,0.01200819,83.27649605,74.88470148,1804,1893.114161,-1127.207101,,-3354.986351,,,-2.29E+03,,-1.35E+03
430,5.742815971,0.014008999,71.38268831,74.87615869,1757,1865.891329,-1290.413469,,-691.7742267,,,-1.68E+03,,-1.88E+03
431,5.755825996,0.013010025,76.86380296,74.88065141,1748,1842.313063,-1394.793809,,-1582.693359,,,-2.04E+03,,-1.81E+03
432,5.767830849,0.012004852,83.29965046,74.89817426,1729,1819.65045,-1493.392588,,-3165.072423,,,-2.20E+03,,-2.43E+03
433,5.779836893,0.012006044,83.29137955,74.91560887,1691,1793.92036,-1623.33301,,-2536.691445,,,-2.27E+03,,-2.36E+03
434,5.792845964,0.013009071,76.86943772,74.91999661,1658,1766.736288,-1716.591275,,-1383.878141,,,-1.95E+03,,-2.02E+03
435,5.80585289,0.013006926,76.88211896,74.92439237,1640,1741.389031,-1763.023195,,-2152.502053,,,-2.13E+03,,-1.46E+03
436,5.818861008,0.013008118,76.87507331,74.92875314,1612,1715.511224,-1808.290204,,-832.7814951,,,-2.32E+03,,-2.90E+03
437,5.830868959,0.012007952,83.27814951,74.94594769,1602,1692.80898,-1824.752352,,-5711.003847,,,-3.13E+03,,-2.61E+03
438,5.844877005,0.014008045,71.38754808,74.9374195,1522,1658.647184,-1947.547251,,-1284.997736,,,-3.35E+03,,-3.90E+03
439,5.858884811,0.014007807,71.38876313,74.92893514,1504,1627.717747,-1999.640648,,-4689.379472,,,-3.90E+03,,-3.55E+03
440,5.871892929,0.013008118,76.87507331,74.93324645,1443,1590.774198,-2167.720131,,-4689.465423,,,-3.77E+03,,-4.26E+03
441,5.884900808,0.013007879,76.87648234,74.93754175,1382,1549.019358,-2376.169142,,-3414.336338,,,-3.82E+03,,-3.49E+03
442,5.896908998,0.01200819,83.27649605,74.9545228,1341,1507.415486,-2593.860243,,-2355.628714,,,-3.90E+03,,-3.72E+03
443,5.910917997,0.014008999,71.38268831,74.94605748,1308,1467.532389,-2644.480735,,-5381.353764,,,-4.28E+03,,-4.48E+03
444,5.923925877,0.013007879,76.87648234,74.95029635,1238,1421.625911,-2821.410294,,-5711.392681,,,-4.56E+03,,-4.65E+03
445,5.937932968,0.014007092,71.39240851,74.94190359,1158,1368.900729,-3009.963786,,-2843.96071,,,-4.38E+03,,-4.54E+03
446,5.950942993,0.013010025,76.86380296,74.94610527,1121,1319.320583,-3170.15474,,-5074.591923,,,-3.43E+03,,-3.94E+03
447,5.963948965,0.013005972,76.88775641,74.95033955,1055,1266.456467,-3349.044457,,-3913.762195,,,-2.44E+03,,-1.80E+03
448,5.97595787,0.012008905,83.27153606,74.9670613,1008,1214.765173,-3540.118245,,3581.244852,,,-1.97E+03,,-1.57E+03
449,5.987964869,0.012006998,83.284764,74.98373986,1051,1182.012139,-3377.660348,,-4381.879179,,,-3.74E+03,,-2.55E+03
450,6.000972986,0.013008118,76.87507331,74.98783964,994,1144.409711,-3280.266156,,-6841.505342,,,-5.53E+03,,-7.10E+03
451,6.013981819,0.013008833,76.87084654,74.99191277,905,1096.527769,-3360.358011,,-10087.2675,,,-6.93E+03,,-6.95E+03
452,6.02498579,0.011003971,90.87628375,75.02092382,794,1036.022215,-3787.990383,,-3913.684495,,,-5.37E+03,,-6.75E+03
453,6.036994934,0.012009144,83.26988287,75.03733313,747,978.217772,-3993.066146,,-6245.861213,,,-2.51E+03,,-2.40E+03
454,6.049002886,0.012007952,83.27814951,75.05369208,672,916.9742176,-4214.502892,,5088.630877,,,-1.54E+03,,1.61E+03
455,6.060007811,0.011004925,90.86840851,75.08241148,728,879.1793741,-4058.47377,,-13298.41273,,,-7.87E+03,,-1.00E+04
456,6.073016882,0.013009071,76.86943772,75.08623949,555,814.3434993,-4243.558464,,-4269.982628,,,-8.15E+03,,-8.97E+03
457,6.084023952,0.011007071,90.85069422,75.11476016,508,753.0747994,-4508.107554,,-9328.63451,,,-6.39E+03,,-5.45E+03
458,6.096029997,0.012006044,83.29137955,75.1308639,396,681.6598395,-4796.136149,,-2748.397212,,,-4.39E+03,,-4.74E+03
459,6.108036995,0.012006998,83.284764,75.14689259,363,617.9278716,-4898.489301,,-2152.383703,,,-3.44E+03,,-2.97E+03
460,6.121045828,0.013008833,76.87084654,75.15055645,335,561.3422973,-4788.747641,,-3997.796906,,,-1.80E+03,,-2.60E+03
461,6.134052992,0.013007164,76.88070973,75.15422521,283,505.6738378,-4686.964247,,-1641.690072,,,1.33E+03,,1.63E+02
462,6.148062944,0.014009953,71.37782921,75.14561971,260,456.5390703,-4450.998007,,8163.365745,,,5.69E+03,,6.71E+03
463,6.160067797,0.012004852,83.29965046,75.16151044,358,436.8312562,-3889.12921,,-25555.00242,,,-2.21E+04,,-2.36E+04
464,6.174076796,0.014008999,71.38268831,75.15293628,0,349.465005,-4358.590944,,0,,,-2.01E+03,,-1.18E+03
465,6.189088821,0.015012026,66.61326134,75.13222276,0,279.572004,-4418.032904,,0,,,5.62E+02,,1.67E+02
466,6.202142,0.013053179,76.6096915,75.13533227,0,223.6576032,-4391.143322,,499.6688971,,,2.38E+03,,2.70E+03
467,6.214149952,0.012007952,83.27814951,75.1510671,6,180.1260825,-4237.959554,,7611.329777,,,3.41E+03,,4.27E+03
468,6.227156878,0.013006926,76.88211896,75.15468282,105,165.100866,-3621.40174,,4688.34831,,,1.21E+03,,3.27E+03
469,6.240167856,0.013010979,76.85816902,75.15823465,166,165.2806928,-2894.357161,,-8304.486626,,,-1.51E+03,,-4.49E+03
470,6.253172874,0.013005018,76.89339469,75.16184335,58,143.8245543,-2645.452795,,-4459.1629,,,-2.44E+03,,-3.32E+03
471,6.2661798,0.013006926,76.88211896,75.16541418,0,115.0596434,-2558.663695,,3447.974292,,,-6.05E+02,,5.09E+02
472,6.278940916,0.012761116,78.36305209,75.17191296,44,100.8477147,-2269.668978,,2536.923917,,,1.19E+03,,9.96E+02
473,6.291948795,0.013007879,76.87648234,75.17543696,77,96.07817178,-1889.068319,,-2997.817811,,,1.63E+03,,2.06E+03
474,6.305958986,0.014010191,71.37661454,75.16699697,35,83.86253743,-1685.63678,,6639.154971,,,2.29E+03,,1.83E+03
475,6.319966793,0.014007807,71.38876313,75.15862275,128,92.69002994,-1222.47267,,1845.00176,,,1.70E+03,,2.98E+03
476,6.332974911,0.013008118,76.87507331,75.16214839,152,104.552024,-795.5998039,,454.2534711,,,8.82E+02,,2.80E+02
477,6.343981981,0.011007071,90.85069422,75.18936867,157,115.0416192,-445.8824418,,-1460.653164,,,-6.62E+02,,-6.13E+02
478,6.356989861,0.013007879,76.87648234,75.19282089,138,119.6332953,-286.1075711,,-832.84764,,,-1.02E+03,,-1.65E+03
479,6.368996859,0.012006998,83.284764,75.20807603,128,121.3066363,-201.0132959,,-2665.112448,,,-1.19E+03,,-8.07E+02
480,6.381003857,0.012006998,83.284764,75.22327376,96,116.245309,-245.1169259,,1076.251026,,,7.97E+01,,-1.10E+03
481,6.394011974,0.013008118,76.87507331,75.22663422,110,114.9962472,-215.2978842,,-1713.330315,,,2.40E+03,,2.15E+03
482,6.408019781,0.014007807,71.38876313,75.21824471,86,109.1969978,-255.0385563,,7078.502164,,,5.43E+03,,6.16E+03
483,6.420027971,0.01200819,83.27649605,75.23331708,171,121.5575982,1.838653798,,11659.86696,,,4.51E+03,,7.98E+03
484,6.432034969,0.012006998,83.284764,75.24834711,311,159.4460786,632.577552,,-2331.788186,,,6.92E+02,,-6.03E+02
485,6.444042921,0.012007952,83.27814951,75.26331,283,184.1568629,917.6357193,,-3816.142455,,,-2.33E+03,,-3.02E+03
486,6.4550488,0.011005878,90.86053464,75.28990331,241,195.5254903,940.7004887,,-2921.252786,,,-2.91E+03,,-3.37E+03
487,6.468056917,0.013008118,76.87507331,75.2930913,203,197.0203922,775.5445302,,-3361.839782,,,-2.36E+03,,-2.34E+03
488,6.479062796,0.011005878,90.86053464,75.31953546,166,190.8163138,507.6944473,,-749.4289458,,,-4.08E+02,,-1.37E+03
489,6.491071939,0.012009144,83.26988287,75.33424441,157,184.053051,293.5203383,,0,,,2.15E+03,,2.49E+03
490,6.502076864,0.011004925,90.86840851,75.36053637,157,178.6424408,136.485563,,8225.029837,,,4.43E+03,,5.32E+03
491,6.515085936,0.013009071,76.86943772,75.36354928,264,195.7139527,371.6439536,,7723.145444,,,2.95E+03,,5.48E+03
492,6.526091814,0.011005878,90.86053464,75.38968406,349,226.3711621,854.4212514,,-4689.035701,,,6.13E+02,,-1.94E+03
493,6.539100885,0.013009071,76.86943772,75.39262792,288,238.6969297,873.0319657,,-3914.694839,,,-1.33E+02,,-1.70E+03
494,6.55110693,0.012006044,83.29137955,75.40710376,241,239.1575438,706.0986087,,3497.682279,,,2.43E+03,,3.24E+03
495,6.563114882,0.012007952,83.27814951,75.42150472,283,247.926035,710.923632,,9727.544542,,,4.06E+03,,5.74E+03
496,6.578123808,0.015008926,66.62701741,75.40143884,429,284.140828,1051.315634,,3997.430546,,,2.19E+03,,3.20E+03
497,6.592132807,0.014008999,71.38268831,75.39289856,485,324.3126624,1414.567214,,-14559.19756,,,-8.19E+03,,-1.11E+04
498,6.604084015,0.011951208,83.67354919,75.4078838,311,321.6501299,1087.097063,,-3228.575555,,,-4.60E+03,,-4.12E+03
499,6.617092848,0.013008833,76.87084654,75.4107599,269,311.1201039,707.787248,,1845.137034,,,8.89E+01,,5.38E+02
500,6.630100012,0.013007164,76.88070973,75.4136437,293,307.4960832,510.5063403,,2998.072909,,,2.26E+03,,3.85E+03
501,6.644109011,0.014008999,71.38268831,75.4051445,335,312.9968665,486.9372132,,6709.972702,,,2.22E+03,,2.39E+03
502,6.65811801,0.014008999,71.38268831,75.39668106,429,336.1974932,720.7743914,,-2536.923917,,,8.89E+02,,4.17E+02
503,6.671125889,0.013007879,76.87648234,75.39956649,396,348.1579946,760.5157674,,-2921.520521,,,1.12E+03,,-1.41E+02
504,6.684132814,0.013006926,76.88211896,75.40245145,358,350.1263957,638.6795832,,8686.246463,,,1.90E+03,,3.09E+03
505,6.697141886,0.013009071,76.86943772,75.40530104,471,374.3011165,882.6031066,,691.9390707,,,1.63E+03,,2.77E+03
506,6.710148811,0.013006926,76.88211896,75.4081637,480,395.4408932,1031.136651,,-1076.093241,,,-4.28E+01,,-9.74E+02
507,6.723158836,0.013010025,76.86380296,75.41098051,466,409.5527146,1041.846972,,-2537.295962,,,-1.72E+03,,-1.92E+03
508,6.736164808,0.013005972,76.88775641,75.41383183,433,414.2421717,905.5899442,,-2152.659872,,,-1.90E+03,,-2.25E+03
509,6.749171972,0.013007164,76.88070973,75.41665883,405,412.3937373,696.0501667,,-2068.707275,,,-1.65E+03,,-1.54E+03
510,6.762706995,0.013535023,73.88240268,75.41358814,377,405.3149899,452.2411592,,-384.4105948,,,-6.90E+02,,-1.15E+03
511,6.775713921,0.013006926,76.88211896,75.41640718,372,398.6519919,259.3398468,,-998.9326166,,,6.80E+02,,6.16E+02
512,6.78972888,0.014014959,71.35232976,75.40801835,358,390.5215935,91.44730421,,3230.292441,,,1.74E+03,,2.58E+03
513,6.802730799,0.013001919,76.9117248,75.41089236,400,392.4172748,102.317867,,5496.794424,,,1.58E+03,,2.03E+03
514,6.814737797,0.012006998,83.284764,75.42476546,466,407.1338198,326.9870897,,-2641.159468,,,4.37E+01,,1.47E+02
515,6.828746796,0.014008999,71.38268831,75.41647324,429,411.5070559,324.0243407,,-2415.258156,,,-1.34E+03,,-2.04E+03
516,6.840753794,0.012006998,83.284764,75.43028379,400,409.2056447,220.8849752,,-1076.172128,,,-1.78E+03,,-2.11E+03
517,6.853762865,0.013009071,76.86943772,75.43301544,386,404.5645158,105.3557857,,-2844.846987,,,-1.43E+03,,-1.20E+03
518,6.866768837,0.013005972,76.88775641,75.43577078,349,393.4516126,-86.60460953,,333.1086297,,,-5.77E+02,,-9.76E+02
519,6.881778955,0.015010118,66.62172594,75.41654612,354,385.5612901,-174.4170685,,-416.42382,,,1.90E+02,,4.40E+02
520,6.893785954,0.012006998,83.284764,75.4302503,349,378.2490321,-261.3335915,,1403.147742,,,2.14E+02,,1.11E+03
521,6.907326937,0.013540983,73.84988115,75.42715218,368,376.1992257,-239.3424652,,2331.788186,,,-2.96E+02,,-9.05E+02
522,6.919334888,0.012007952,83.27814951,75.44077696,396,380.1593805,-125.5150983,,-6450.958213,,,-9.54E+02,,-1.09E+03
523,6.930341005,0.011006117,90.85856638,75.46526204,325,369.1275044,-300.8801681,,850.7025799,,,-6.14E+02,,-8.68E+02
524,6.942095995,0.01175499,85.07025799,75.4815261,335,362.3020035,-356.8335587,,2997.460745,,,-3.92E+02,,1.16E+02
525,6.956107855,0.01401186,71.36811298,75.47324035,377,365.2416028,-243.5081161,,-3498.793779,,,-2.71E+02,,-4.23E+02
526,6.968111992,0.012004137,83.3046138,75.48673164,335,359.1932823,-295.5770947,,-768.7648234,,,3.32E+02,,-5.06E+02
527,6.981119871,0.013007879,76.87648234,75.48932116,325,352.3546258,-341.6080461,,2748.397212,,,1.08E+03,,1.93E+03
528,6.993126869,0.012006998,83.284764,75.50270571,358,353.4837006,-254.4794906,,3797.739992,,,1.70E+03,,1.83E+03
529,7.008135796,0.015008926,66.62701741,75.48369715,415,365.7869605,-39.63769057,,-1070.649218,,,1.09E+03,,1.36E+03
530,7.022145987,0.014010191,71.37661454,75.47550293,400,372.6295684,65.97028479,,1356.386499,,,8.95E+02,,9.52E+01
531,7.036153793,0.014007807,71.38876313,75.46736692,419,381.9036547,185.1893381,,0,,,4.07E+02,,1.23E+03
532,7.049161911,0.013008118,76.87507331,75.46996462,419,389.3229238,262.222841,,2332.158627,,,2.95E+02,,-1.03E+02
533,7.061167955,0.012006044,83.29137955,75.4832633,447,400.858339,401.9384026,,-2640.979681,,,-1.21E+02,,-2.42E+02
534,7.075177908,0.014009953,71.37782921,75.4751339,410,402.6866712,347.6511987,,-416.4568977,,,-1.32E+01,,-1.98E+01
535,7.087183952,0.012006044,83.29137955,75.48837502,405,403.149337,285.8281728,,2998.13785,,,3.84E+02,,2.22E+02
536,7.098190784,0.011006832,90.85266213,75.5121997,438,410.1194696,355.3135587,,-1915.549572,,,5.25E+02,,9.50E+02
537,7.110197783,0.012006998,83.284764,75.52532523,415,411.0955757,300.5097999,,1767.187382,,,7.19E+02,,4.03E+02
538,7.123212814,0.013015032,76.834234,75.52771678,438,416.4764605,323.0950734,,1356.940796,,,1.57E+02,,8.03E+02
539,7.137214899,0.014002085,71.41793662,75.51965404,457,424.5811684,374.2403616,,-713.8754808,,,1.83E+02,,-7.34E+02
540,7.151222944,0.014008045,71.38754808,75.51155994,447,429.0649347,363.409306,,-2844.429847,,,1.97E+02,,4.79E+02
541,7.164230824,0.013007879,76.87648234,75.51403819,410,425.2519478,232.10164,,4996.788182,,,1.19E+03,,8.46E+02
542,7.178239822,0.014008999,71.38268831,75.50597548,480,436.2015582,342.0038379,,384.3753666,,,9.55E+02,,2.25E+03
543,7.19124794,0.013008118,76.87507331,75.50845201,485,445.9612466,423.6584218,,1356.271078,,,5.99E+02,,-2.25E+02
544,7.205256939,0.014008999,71.38268831,75.5004304,504,457.5689973,504.6452273,,-2415.450007,,,-1.71E+02,,-2.25E+02
545,7.217262983,0.012006044,83.29137955,75.51339078,475,461.0551978,461.7902724,,384.3824117,,,3.49E+02,,-6.20E+01
546,7.230270863,0.013007879,76.87648234,75.5158431,480,464.8441583,427.6886079,,1845.00176,,,8.25E+02,,1.33E+03
547,7.24327898,0.013008118,76.87507331,75.51828412,504,472.6753266,462.5552145,,1768.029471,,,1.09E+03,,1.20E+03
548,7.256287813,0.013008833,76.87084654,75.52070895,527,483.5402613,537.0835169,,0,,,1.13E+03,,7.41E+02
549,7.267292976,0.011005163,90.86643991,75.54394763,527,492.232209,587.628083,,454.2633107,,,1.59E+03,,1.46E+03
550,7.278299809,0.011006832,90.85266213,75.5670987,532,500.1857672,614.6228535,,3913.995314,,,2.08E+03,,2.58E+03
551,7.290307999,0.01200819,83.27649605,75.57979719,579,515.9486138,754.2332086,,3361.839782,,,2.17E+03,,2.19E+03
552,7.301313877,0.011005878,90.86053464,75.60283112,616,535.958891,967.0154646,,-691.8249395,,,1.76E+03,,1.74E+03
553,7.314322948,0.013009071,76.86943772,75.60508387,607,550.1671128,992.0479758,,2551.23278,,,1.55E+03,,1.34E+03
554,7.327257872,0.012934923,77.31008423,75.60809374,640,568.1336903,1071.437904,,2152.344256,,,1.21E+03,,1.57E+03
555,7.340266943,0.013009071,76.86943772,75.6103292,668,588.1069522,1164.217006,,0,,,7.62E+02,,7.17E+02
556,7.351272821,0.011005878,90.86053464,75.63316088,668,604.0855618,1221.738606,,0,,,2.73E+02,,0.00E+00
557,7.363281012,0.01200819,83.27649605,75.64562579,668,616.8684494,1190.293704,,0,,,2.86E+01,,1.02E+02
558,7.377288818,0.014007807,71.38876313,75.63754297,668,627.0947595,1098.243689,,307.3819827,,,-8.00E+01,,-1.66E+01
