 ,time,force,units, ,x ,y ,z, 
b',31526,4.355,lbs,\r\n'b',3486,3278,1173,\r\n'
b',31614,4.399,lbs,\r\n'b',3461,3266,1134,\r\n'
b',31702,4.442,lbs,\r\n'b',3501,3264,1187,\r\n'
b',31790,4.593,lbs,\r\n'b',3465,3238,1204,\r\n'
b',31878,4.757,lbs,\r\n'b',3470,3253,1173,\r\n'
b',31966,4.864,lbs,\r\n'b',3498,3230,1171,\r\n'
b',32054,5.028,lbs,\r\n'b',3501,3247,1196,\r\n'
b',32142,5.163,lbs,\r\n'b',3478,3260,1176,\r\n'
b',32230,5.255,lbs,\r\n'b',3465,3236,1151,\r\n'
b',32318,5.315,lbs,\r\n'b',3490,3231,1218,\r\n'
b',32406,5.323,lbs,\r\n'b',3479,3252,1176,\r\n'
b',32494,5.398,lbs,\r\n'b',3508,3239,1224,\r\n'
b',32582,5.492,lbs,\r\n'b',3503,3226,1141,\r\n'
b',32670,5.605,lbs,\r\n'b'ERROR positioning on ID 0x614E, error code: 0xA\r\n',,,
b',32758,5.704,lbs,\r\n'b',3479,3251,1183,\r\n'
b',32846,5.642,lbs,\r\n'b',3481,3220,1174,\r\n'
b',32934,5.631,lbs,\r\n'b',3510,3222,1172,\r\n'
b',33022,5.512,lbs,\r\n'b',3456,3253,1157,\r\n'
b',33110,5.446,lbs,\r\n'b',3485,3237,1183,\r\n'
b',33198,5.506,lbs,\r\n'b'ERROR positioning on ID 0x614E, error code: 0xA\r\n',,,
b',33286,5.397,lbs,\r\n'b',3494,3249,1186,\r\n'
b',33374,5.265,lbs,\r\n'b',3501,3244,1201,\r\n'
b',33462,5.334,lbs,\r\n'b',3477,3216,1133,\r\n'
b',33550,5.421,lbs,\r\n'b',3465,3212,1161,\r\n'
b',33638,5.358,lbs,\r\n'b',3489,3249,1179,\r\n'
b',33726,5.252,lbs,\r\n'b',3481,3204,1144,\r\n'
b',33814,5.201,lbs,\r\n'b',3488,3226,1169,\r\n'
b',33902,5.22,lbs,\r\n'b',3473,3185,1181,\r\n'
b',33990,5.278,lbs,\r\n'b',3462,3241,1164,\r\n'
b',34078,5.239,lbs,\r\n'b',3464,3258,1166,\r\n'
b',34166,5.109,lbs,\r\n'b',3499,3243,1154,\r\n'
b',34254,5.005,lbs,\r\n'b',3457,3260,1101,\r\n'
b',34342,5.016,lbs,\r\n'b',3507,3227,1192,\r\n'
b',34430,5.041,lbs,\r\n'b',3479,3217,1215,\r\n'
b',34518,5.028,lbs,\r\n'b',3479,3282,1169,\r\n'
b',34606,4.953,lbs,\r\n'b',3488,3282,1202,\r\n'
b',34694,4.855,lbs,\r\n'b',3463,3248,1214,\r\n'
b',34782,4.797,lbs,\r\n'b',3473,3293,1199,\r\n'
b',34870,4.739,lbs,\r\n'b',3507,3278,1219,\r\n'
b',34958,4.674,lbs,\r\n'b',3485,3311,1184,\r\n'
b',35046,4.578,lbs,\r\n'b',3505,3278,1244,\r\n'
b',35134,4.614,lbs,\r\n'b',3506,3304,1204,\r\n'
b',35222,4.729,lbs,\r\n'b',3494,3306,1229,\r\n'
b',35310,4.735,lbs,\r\n'b',3516,3279,1251,\r\n'
b',35398,4.84,lbs,\r\n'b',3524,3311,1221,\r\n'
b',35486,4.999,lbs,\r\n'b',3512,3292,1222,\r\n'
b',35574,5.201,lbs,\r\n'b',3486,3283,1169,\r\n'
b',35662,5.497,lbs,\r\n'b',3497,3303,1174,\r\n'
b',35750,5.687,lbs,\r\n'b',3540,3272,1210,\r\n'
b',35838,5.815,lbs,\r\n'b',3492,3268,1177,\r\n'
b',35926,5.88,lbs,\r\n'b',3519,3280,1188,\r\n'
b',36014,5.964,lbs,\r\n'b',3547,3317,1232,\r\n'
b',36102,6.093,lbs,\r\n'b',3519,3309,1196,\r\n'
b',36190,6.207,lbs,\r\n'b',3531,3286,1220,\r\n'
b',36278,6.122,lbs,\r\n'b',3536,3284,1192,\r\n'
b',36366,5.833,lbs,\r\n'b',3552,3306,1197,\r\n'
b',36454,5.727,lbs,\r\n'b',3522,3292,1198,\r\n'
b',36542,5.452,lbs,\r\n'b',3565,3269,1233,\r\n'
b',36630,5.111,lbs,\r\n'b',3525,3261,1178,\r\n'
b',36718,4.832,lbs,\r\n'b',3530,3226,1200,\r\n'
b',36806,4.803,lbs,\r\n'b',3523,3289,1214,\r\n'
b',36894,4.823,lbs,\r\n'b',3599,2196,-61,\r\n'
b',36982,4.912,lbs,\r\n'b',3536,3276,1193,\r\n'
b',37070,5.108,lbs,\r\n'b',3520,3310,1200,\r\n'
b',37158,5.182,lbs,\r\n'b',3477,3299,1211,\r\n'
b',37246,5.348,lbs,\r\n'b',3517,3302,1185,\r\n'
b',37334,5.199,lbs,\r\n'b',3544,3316,1251,\r\n'
b',37422,5.034,lbs,\r\n'b',3525,3322,1213,\r\n'
b',37510,5.369,lbs,\r\n'b',3526,3299,1162,\r\n'
b',37598,5.651,lbs,\r\n'b',3505,3278,1192,\r\n'
b',37686,5.999,lbs,\r\n'b',3516,3278,1189,\r\n'
b',37774,6.423,lbs,\r\n'b',3506,3287,1212,\r\n'
b',37862,6.103,lbs,\r\n'b',3503,3281,1162,\r\n'
b',37950,5.806,lbs,\r\n'b',3549,3319,1212,\r\n'
b',38038,6.019,lbs,\r\n'b',3520,3298,1214,\r\n'
b',38126,6.093,lbs,\r\n'b',3517,3268,1179,\r\n'
b',38214,5.267,lbs,\r\n'b',3526,3306,1223,\r\n'
b',38302,5.276,lbs,\r\n'b',3519,3262,1173,\r\n'
b',38390,5.444,lbs,\r\n'b',3535,3297,1251,\r\n'
b',38478,5.661,lbs,\r\n'b',3553,3318,1208,\r\n'
b',38566,6.21,lbs,\r\n'b',3561,3285,1202,\r\n'
b',38654,6.443,lbs,\r\n'b',3503,3271,1153,\r\n'
b',38742,6.607,lbs,\r\n'b',3559,3237,1267,\r\n'
b',38830,6.309,lbs,\r\n'b',3532,3291,1168,\r\n'
b',38918,5.511,lbs,\r\n'b',3575,3287,1222,\r\n'
b',39006,5.222,lbs,\r\n'b',3530,3284,1188,\r\n'
b',39094,5.098,lbs,\r\n'b',3541,3290,1175,\r\n'
b',39182,5.476,lbs,\r\n'b',3510,3277,1147,\r\n'
b',39270,5.843,lbs,\r\n'b',3529,3308,1198,\r\n'
b',39358,6.027,lbs,\r\n'b',3529,3307,1177,\r\n'
b',39446,6.181,lbs,\r\n'b',3538,3274,1167,\r\n'
b',39534,5.868,lbs,\r\n'b',3540,3282,1214,\r\n'
b',39622,5.921,lbs,\r\n'b',3541,3287,1199,\r\n'
b',39710,5.213,lbs,\r\n'b',3526,3302,1166,\r\n'
b',39798,4.275,lbs,\r\n'b',3547,3262,1173,\r\n'
b',39886,3.755,lbs,\r\n'b',3535,3310,1178,\r\n'
b',39974,3.795,lbs,\r\n'b',3488,3256,1141,\r\n'
b',40062,3.956,lbs,\r\n'b',3474,3257,1119,\r\n'
b',40150,4.147,lbs,\r\n'b',3534,3283,1152,\r\n'
b',40238,4.376,lbs,\r\n'b',3493,3281,1153,\r\n'
b',40326,4.514,lbs,\r\n'b',3512,3298,1184,\r\n'
b',40414,4.444,lbs,\r\n'b',3485,3293,1102,\r\n'
b',40502,4.295,lbs,\r\n'b'ERROR positioning on ID 0x614E, error code: 0xA\r\n',,,
b',40590,4.114,lbs,\r\n'b',3511,3301,1166,\r\n'
b',40678,3.967,lbs,\r\n'b',3501,3294,1144,\r\n'
b',40766,4.109,lbs,\r\n'b',3499,3276,1164,\r\n'
b',40854,4.16,lbs,\r\n'b',3506,3334,1176,\r\n'
b',40942,4.182,lbs,\r\n'b',3487,3304,1152,\r\n'
b',41030,4.583,lbs,\r\n'b',3541,3311,1224,\r\n'
b',41118,4.883,lbs,\r\n'b',3512,3292,1208,\r\n'
b',41206,5.065,lbs,\r\n'b',3507,3287,1176,\r\n'
b',41294,4.878,lbs,\r\n'b',3517,3317,1175,\r\n'
b',41382,4.388,lbs,\r\n'b',3503,3326,1151,\r\n'
b',41470,4.163,lbs,\r\n'b',3516,3285,1173,\r\n'
b',41558,4.04,lbs,\r\n'b',3530,3293,1221,\r\n'
b',41646,3.812,lbs,\r\n'b',3476,3330,1134,\r\n'
b',41734,3.724,lbs,\r\n'b',3497,3282,1155,\r\n'
b',41822,3.598,lbs,\r\n'b',3798,3390,1410,\r\n'
b',41910,3.404,lbs,\r\n'b',3563,3297,1225,\r\n'
b',41998,3.193,lbs,\r\n'b',3492,3316,1105,\r\n'
b',42086,3.435,lbs,\r\n'b',3506,3312,1189,\r\n'
b',42174,3.622,lbs,\r\n'b',3529,3309,1221,\r\n'
b',42262,3.434,lbs,\r\n'b',3491,3331,1114,\r\n'
b',42350,3.394,lbs,\r\n'b',3485,3303,1135,\r\n'
b',42438,3.344,lbs,\r\n'b',3519,3305,1184,\r\n'
b',42526,3.171,lbs,\r\n'b',3528,3341,1153,\r\n'
b',42614,3.13,lbs,\r\n'b',3507,3342,1145,\r\n'
b',42702,3.005,lbs,\r\n'b',3529,3309,1230,\r\n'
b',42790,2.914,lbs,\r\n'b',3503,3315,1154,\r\n'
b',42878,2.858,lbs,\r\n'b',3492,3305,1110,\r\n'
b',42966,2.767,lbs,\r\n'b',3552,3285,1203,\r\n'
b',43054,2.658,lbs,\r\n'b',3564,3287,1187,\r\n'
b',43142,2.608,lbs,\r\n'b',3512,3294,1202,\r\n'
b',43230,2.526,lbs,\r\n'b',3516,3313,1203,\r\n'
b',43318,2.446,lbs,\r\n'b',3529,3272,1180,\r\n'
b',43406,2.519,lbs,\r\n'b',3508,3287,1147,\r\n'
b',43494,2.576,lbs,\r\n'b',3541,3305,1188,\r\n'
b',43582,2.658,lbs,\r\n'b',3528,3299,1166,\r\n'
b',43670,2.629,lbs,\r\n'b',3542,3292,1167,\r\n'
b',43758,2.704,lbs,\r\n'b',3516,3296,1190,\r\n'
b',43846,2.842,lbs,\r\n'b',3537,3264,1161,\r\n'
b',43934,2.883,lbs,\r\n'b',3536,3319,1139,\r\n'
b',44022,2.932,lbs,\r\n'b',3527,3278,1194,\r\n'
b',44110,2.989,lbs,\r\n'b',3523,3281,1194,\r\n'
b',44198,2.978,lbs,\r\n'b',3532,3290,1150,\r\n'
b',44286,2.816,lbs,\r\n'b',3535,3262,1176,\r\n'
b',44374,2.543,lbs,\r\n'b',3509,3294,1110,\r\n'
b',44462,2.673,lbs,\r\n'b',3532,3282,1174,\r\n'
b',44550,2.725,lbs,\r\n'b',3491,3267,1168,\r\n'
b',44638,2.549,lbs,\r\n'b',3550,3279,1175,\r\n'
b',44726,2.641,lbs,\r\n'b',3538,3312,1202,\r\n'
b',44814,2.689,lbs,\r\n'b',3540,3310,1214,\r\n'
b',44902,2.69,lbs,\r\n'b',3517,3298,1238,\r\n'
b',44990,2.7,lbs,\r\n'b',3530,3313,1220,\r\n'
b',45078,2.721,lbs,\r\n'b',3533,3274,1229,\r\n'
b',45166,2.848,lbs,\r\n'b',3548,3297,1191,\r\n'
b',45254,2.892,lbs,\r\n'b',3537,3241,1184,\r\n'
b',45342,2.966,lbs,\r\n'b',3509,3289,1158,\r\n'
b',45430,2.932,lbs,\r\n'b',3543,3261,1206,\r\n'
b',45518,2.866,lbs,\r\n'b',3516,3268,1222,\r\n'
b',45606,2.772,lbs,\r\n'b',3519,3269,1157,\r\n'
b',45694,2.776,lbs,\r\n'b',3496,3262,1193,\r\n'
b',45782,2.916,lbs,\r\n'b',3535,3300,1206,\r\n'
b',45870,2.625,lbs,\r\n'b',3522,3264,1200,\r\n'
b',45958,2.669,lbs,\r\n'b',3531,3284,1227,\r\n'
b',46046,2.652,lbs,\r\n'b',3541,3251,1201,\r\n'
b',46134,2.686,lbs,\r\n'b',3498,3234,1130,\r\n'
b',46222,2.674,lbs,\r\n'b',3565,3281,1215,\r\n'
b',46310,2.648,lbs,\r\n'b',3531,3269,1175,\r\n'
b',46398,2.669,lbs,\r\n'b',3798,3379,1414,\r\n'
b',46486,2.663,lbs,\r\n'b',3519,3278,1222,\r\n'
b',46574,2.675,lbs,\r\n'b',3530,3289,1251,\r\n'
b',46662,2.681,lbs,\r\n'b',3543,3285,1249,\r\n'
b',46750,2.714,lbs,\r\n'b',3507,3310,1250,\r\n'
b',46838,2.693,lbs,\r\n'b',3489,3306,1242,\r\n'
b',46926,2.595,lbs,\r\n'b',3522,3292,1198,\r\n'
b',47014,2.552,lbs,\r\n'b',3512,3249,1180,\r\n'
b',47102,2.555,lbs,\r\n'b',3569,2136,-105,\r\n'
b',47190,2.576,lbs,\r\n'b',3499,3300,1225,\r\n'
b',47278,2.582,lbs,\r\n'b',3480,3275,1229,\r\n'
b',47366,2.66,lbs,\r\n'b',3465,3332,1197,\r\n'
b',47454,2.728,lbs,\r\n'b',3525,3303,1225,\r\n'
b',47542,2.835,lbs,\r\n'b',3480,3361,1223,\r\n'
b',47630,3.072,lbs,\r\n'b',3467,3332,1216,\r\n'
b',47718,3.396,lbs,\r\n'b',3495,3337,1205,\r\n'
b',47806,3.437,lbs,\r\n'b',3469,3341,1166,\r\n'
b',47894,3.52,lbs,\r\n'b',3491,3324,1221,\r\n'
b',47982,3.603,lbs,\r\n'b',3509,3342,1242,\r\n'
b',48070,3.409,lbs,\r\n'b',3488,3329,1228,\r\n'
b',48158,3.457,lbs,\r\n'b',3501,3319,1280,\r\n'
b',48246,3.635,lbs,\r\n'b',3471,3346,1233,\r\n'
b',48334,3.601,lbs,\r\n'b',3470,3320,1238,\r\n'
b',48422,3.385,lbs,\r\n'b',3436,3336,1173,\r\n'
b',48510,3.055,lbs,\r\n'b',3497,3336,1267,\r\n'
b',48598,2.889,lbs,\r\n'b',3420,3378,1161,\r\n'
b',48686,2.901,lbs,\r\n'b',3461,3358,1230,\r\n'
b',48774,2.993,lbs,\r\n'b',3434,3342,1204,\r\n'
b',48862,3.017,lbs,\r\n'b',3482,3340,1273,\r\n'
b',48950,2.962,lbs,\r\n'b',3488,3358,1225,\r\n'
b',49038,2.905,lbs,\r\n'b',3174,3449,1857,\r\n'
b',49126,2.914,lbs,\r\n'b',3499,3343,1241,\r\n'
b',49214,3.049,lbs,\r\n'b',3471,3349,1243,\r\n'
b',49302,3.12,lbs,\r\n'b',3470,3342,1245,\r\n'
b',49390,3.248,lbs,\r\n'b',3509,3306,1234,\r\n'
b',49478,3.301,lbs,\r\n'b',3460,3353,1216,\r\n'
b',49566,3.315,lbs,\r\n'b',3468,3353,1184,\r\n'
b',49654,2.968,lbs,\r\n'b'ERROR positioning on ID 0x614E, error code: 0xA\r\n',,,
b',49742,2.672,lbs,\r\n'b',3499,3331,1241,\r\n'
b',49830,2.46,lbs,\r\n'b',3502,3317,1227,\r\n'
b',49918,2.466,lbs,\r\n'b',3511,3364,1250,\r\n'
b',50006,2.486,lbs,\r\n'b',3503,3333,1251,\r\n'
b',50094,2.482,lbs,\r\n'b',3520,3348,1221,\r\n'
b',50182,2.587,lbs,\r\n'b',3507,3336,1208,\r\n'
b',50270,2.635,lbs,\r\n'b',3480,3333,1214,\r\n'
b',50358,2.753,lbs,\r\n'b',3509,3336,1206,\r\n'
b',50446,2.922,lbs,\r\n'b',3492,3352,1230,\r\n'
b',50534,2.937,lbs,\r\n'b',3494,3351,1226,\r\n'
b',50622,2.74,lbs,\r\n'b',3502,3333,1248,\r\n'
b',50710,2.521,lbs,\r\n'b',3468,3290,1182,\r\n'
b',50798,2.352,lbs,\r\n'b',3499,3309,1211,\r\n'
b',50886,2.207,lbs,\r\n'b',3542,3307,1244,\r\n'
b',50974,2.016,lbs,\r\n'b',3538,3295,1212,\r\n'
b',51062,1.816,lbs,\r\n'b',3550,3309,1224,\r\n'
b',51150,1.596,lbs,\r\n'b',3506,3310,1187,\r\n'
b',51238,1.358,lbs,\r\n'b',3528,3336,1232,\r\n'
b',51326,1.19,lbs,\r\n'b',3499,3324,1233,\r\n'
b',51414,1.036,lbs,\r\n'b',3518,3345,1216,\r\n'
b',51502,0.899,lbs,\r\n'b',3508,3321,1200,\r\n'
b',51590,0.852,lbs,\r\n'b',3497,3323,1154,\r\n'
b',51678,0.831,lbs,\r\n'b',3518,3327,1177,\r\n'
b',51766,0.778,lbs,\r\n'b',3493,3316,1128,\r\n'
b',51854,0.701,lbs,\r\n'b',3509,3292,1094,\r\n'
b',51942,0.624,lbs,\r\n'b',3506,3287,1162,\r\n'
b',52030,0.556,lbs,\r\n'b',3503,3352,1145,\r\n'
b',52118,0.579,lbs,\r\n'b',3512,3326,1160,\r\n'
b',52206,0.55,lbs,\r\n'b',3525,3294,1190,\r\n'
b',52294,0.509,lbs,\r\n'b',3490,3302,1142,\r\n'
b',52382,0.446,lbs,\r\n'b',3496,3327,1157,\r\n'
b',52470,0.386,lbs,\r\n'b',3491,3316,1174,\r\n'
b',52558,0.357,lbs,\r\n'b',3490,3336,1198,\r\n'
b',52646,0.37,lbs,\r\n'b',3512,3320,1150,\r\n'
b',52734,0.353,lbs,\r\n'b',3526,3311,1170,\r\n'
b',52822,0.35,lbs,\r\n'b',3532,3298,1166,\r\n'
b',52910,0.32,lbs,\r\n'b',3546,3322,1200,\r\n'
b',52998,0.297,lbs,\r\n'b',3477,3280,1111,\r\n'
b',53086,0.264,lbs,\r\n'b',3481,3326,1150,\r\n'
b',53174,0.228,lbs,\r\n'b',3469,3316,1093,\r\n'
b',53262,0.207,lbs,\r\n'b',3489,3318,1184,\r\n'
b',53350,0.229,lbs,\r\n'b',3488,3312,1182,\r\n'
b',53438,0.241,lbs,\r\n'b',3462,3312,1095,\r\n'
b',53526,0.222,lbs,\r\n'b',3517,3295,1165,\r\n'
b',53614,0.205,lbs,\r\n'b',3459,3302,1073,\r\n'
b',53702,0.187,lbs,\r\n'b',3532,3304,1221,\r\n'
b',53790,0.18,lbs,\r\n'b',3450,3318,1091,\r\n'
b',53878,-32.929,lbs,\r\n'b',3452,3304,1132,\r\n'
b',53966,0.119,lbs,\r\n'b',3496,3311,1111,\r\n'
b',54054,0.088,lbs,\r\n'b',3472,3313,1071,\r\n'
b',54142,0.043,lbs,\r\n'b',3479,3321,1116,\r\n'
b',54230,0.015,lbs,\r\n'b',3499,3314,1124,\r\n'
b',54318,0.03,lbs,\r\n'b',3457,3323,1084,\r\n'
b',54406,0.034,lbs,\r\n'b',3492,3318,1091,\r\n'
b',54494,0.03,lbs,\r\n'b',3511,3310,1122,\r\n'
b',54582,-0.005,lbs,\r\n'b',3488,3324,1141,\r\n'
b',54670,0.004,lbs,\r\n'b',3515,3306,1140,\r\n'
b',54758,0.02,lbs,\r\n'b',3488,3261,1099,\r\n'
b',54846,0.023,lbs,\r\n'b',3517,3292,1141,\r\n'
b',54934,0.03,lbs,\r\n'b',3514,3309,1076,\r\n'
b',55022,0.024,lbs,\r\n'b',3533,3295,1121,\r\n'
b',55110,0.02,lbs,\r\n'b',3518,3327,1098,\r\n'
b',55198,0.028,lbs,\r\n'b',3520,3334,1154,\r\n'
b',55286,0.009,lbs,\r\n'b',3541,3277,1102,\r\n'
b',55374,0.01,lbs,\r\n'b',3510,3299,1146,\r\n'
b',55462,0.01,lbs,\r\n'b',3534,3266,1145,\r\n'
b',55550,0.024,lbs,\r\n'b',3489,3331,1067,\r\n'
b',55638,0.045,lbs,\r\n'b',3500,3308,1102,\r\n'
b',55726,0.052,lbs,\r\n'b',3512,3329,1096,\r\n'
b',55814,0.036,lbs,\r\n'b',3507,3304,1074,\r\n'
b',55902,0.032,lbs,\r\n'b',3492,3309,1060,\r\n'
b',55990,0.059,lbs,\r\n'b',3520,3317,1109,\r\n'
b',56078,0.061,lbs,\r\n'b',3479,3341,1049,\r\n'
b',56166,0.063,lbs,\r\n'b',3512,3335,1038,\r\n'
b',56254,0.072,lbs,\r\n'b',3518,3295,1103,\r\n'
b',56342,0.092,lbs,\r\n'b',3483,3308,1000,\r\n'
b',56430,0.06,lbs,\r\n'b',3529,3279,1090,\r\n'
b',56518,0.051,lbs,\r\n'b',3517,3254,1059,\r\n'
b',56606,0.056,lbs,\r\n'b',3509,3281,1057,\r\n'
b',56694,0.058,lbs,\r\n'b',3531,3297,1059,\r\n'
b',56782,0.061,lbs,\r\n'b',3521,3266,1035,\r\n'
b',56870,0.052,lbs,\r\n'b',3515,3278,1069,\r\n'
b',56958,0.061,lbs,\r\n'b',3521,3326,1072,\r\n'
b',57046,0.06,lbs,\r\n'b',3470,3312,1065,\r\n'
b',57134,0.056,lbs,\r\n'b',3494,3327,1044,\r\n'
b',57222,0.062,lbs,\r\n'b',3507,3339,1141,\r\n'
b',57310,0.062,lbs,\r\n'b',3499,3309,1116,\r\n'
b',57398,0.057,lbs,\r\n'b',3477,3310,1093,\r\n'
b',57486,0.058,lbs,\r\n'b',3492,3320,1113,\r\n'
b',57574,0.055,lbs,\r\n'b',3518,3313,1083,\r\n'
b',57662,0.057,lbs,\r\n'b',3468,3293,1073,\r\n'
b',57750,0.059,lbs,\r\n'b',3477,3314,1154,\r\n'
b',57838,0.059,lbs,\r\n'b',3518,3274,1126,\r\n'
b',57926,0.058,lbs,\r\n'b',3483,3300,1159,\r\n'
b',58014,0.054,lbs,\r\n'b',3481,3301,1023,\r\n'
b',58102,0.055,lbs,\r\n'b',3488,3323,1151,\r\n'
b',58190,0.059,lbs,\r\n'b',3475,3334,1083,\r\n'
b',58278,0.059,lbs,\r\n'b',3492,3314,1088,\r\n'
b',58366,0.056,lbs,\r\n'b',3484,3307,1136,\r\n'
b',58454,0.059,lbs,\r\n'b',3502,3281,1126,\r\n'
b',58542,0.058,lbs,\r\n'b',3526,3279,1097,\r\n'
b',58630,0.06,lbs,\r\n'b',3497,3313,1106,\r\n'
b',58718,0.068,lbs,\r\n'b',3501,3320,1074,\r\n'
b',58806,0.063,lbs,\r\n'b',3501,3319,1135,\r\n'
b',58894,0.063,lbs,\r\n'b',3487,3340,1034,\r\n'
b',58982,0.061,lbs,\r\n'b',3499,3323,1148,\r\n'
b',59070,0.06,lbs,\r\n'b',3412,3482,735,\r\n'
b',59158,0.066,lbs,\r\n'b',3802,3392,1374,\r\n'
b',59246,0.07,lbs,\r\n'b',3500,3306,1024,\r\n'
b',59334,0.066,lbs,\r\n'b',3514,3313,1040,\r\n'
b',59422,0.076,lbs,\r\n'b',3524,3270,1125,\r\n'
b',59510,0.072,lbs,\r\n'b',3502,3293,1123,\r\n'
b',59598,0.065,lbs,\r\n'b',3491,3278,1075,\r\n'
b',59686,0.077,lbs,\r\n'b',3515,3309,1067,\r\n'
b',59774,0.062,lbs,\r\n'b',3505,3307,1082,\r\n'
b',59862,0.063,lbs,\r\n'b',3485,3339,1046,\r\n'
b',59950,0.06,lbs,\r\n'b',3507,3302,1086,\r\n'
b',60038,0.063,lbs,\r\n'b',3507,3334,1065,\r\n'
b',60126,0.067,lbs,\r\n'b',3510,3299,1064,\r\n'
b',60214,0.059,lbs,\r\n'b',3527,3291,1118,\r\n'
b',60302,0.07,lbs,\r\n'b',3498,3297,1016,\r\n'
b',60390,0.067,lbs,\r\n'b',3502,3293,1008,\r\n'
b',60478,0.063,lbs,\r\n'b',3534,3292,1064,\r\n'
b',60566,0.063,lbs,\r\n'b',3549,3287,1077,\r\n'
b',60654,0.069,lbs,\r\n'b',3552,3264,1078,\r\n'
b',60742,0.064,lbs,\r\n'b',3527,3269,1095,\r\n'
b',60830,0.065,lbs,\r\n'b',3514,3320,1037,\r\n'
b',60918,0.07,lbs,\r\n'b',3495,3321,1013,\r\n'
b',61006,0.074,lbs,\r\n'b',3511,3310,1109,\r\n'
b',61094,0.066,lbs,\r\n'b',3482,3322,1005,\r\n'
b',61182,0.065,lbs,\r\n'b',3550,3306,1172,\r\n'
b',61270,0.073,lbs,\r\n'b',3516,3276,1105,\r\n'
b',61358,0.061,lbs,\r\n'b',3468,3279,969,\r\n'
b',61446,0.058,lbs,\r\n'b',3511,3278,1147,\r\n'
b',61534,0.065,lbs,\r\n'b',3521,3294,1157,\r\n'
b',61622,0.068,lbs,\r\n'b',3531,3287,1134,\r\n'
b',61710,0.065,lbs,\r\n'b',3522,3333,1144,\r\n'
b',61798,0.064,lbs,\r\n'b',3502,3341,1181,\r\n'
b',61886,0.067,lbs,\r\n'b',3510,3324,1109,\r\n'
b',61974,0.065,lbs,\r\n'b',3509,3342,1185,\r\n'
b',62062,0.063,lbs,\r\n'b',3488,3296,1192,\r\n'
b',62150,0.067,lbs,\r\n'b',3490,3308,1190,\r\n'
b',62238,0.065,lbs,\r\n'b',3503,3326,1114,\r\n'
b',62326,0.064,lbs,\r\n'b',3525,3287,1205,\r\n'
b',62414,0.059,lbs,\r\n'b',3497,3308,1144,\r\n'
b',62502,0.062,lbs,\r\n'b',3516,3269,1166,\r\n'
b',62590,0.063,lbs,\r\n'b',3496,3339,1175,\r\n'
b',62678,0.067,lbs,\r\n'b',3517,3321,1193,\r\n'
b',62766,0.061,lbs,\r\n'b',3457,3323,1138,\r\n'
b',62854,0.063,lbs,\r\n'b',3462,3333,1152,\r\n'
b',62942,0.067,lbs,\r\n'b',3510,3331,1211,\r\n'
